hotel_name,rating,review_count,hotel_rank,amenities,languages,hotel_class,price,best_price_source,restraunts_nearby,attractions_nearby,good_for_walkers_out_of_100,lat_long_link,best_features_as_per_reviews,city,cuisines,restaurant_names,lat,lon
Modern Living Tokyo Homestay 2,,,,[],['None'],[],,,283.0,11.0,57.0,"35-10 Higashiyamacho, Itabashi 174-0073 Tokyo Prefecture",[],Tokyo,{},[],35.754329999999996,139.68701299999998
Nest Inn Naka Itabashi,,,,['Laundry service'],['None'],[],,,143.0,3.0,72.0,"32-1 Yayoicho, Itabashi 173-0021 Tokyo Prefecture",[],Tokyo,{},[],35.7535975,139.6928227
Hotel Zen,,,,[],['None'],[],,,140.0,3.0,71.0,"25-8 Nakaitabashi, Itabashi 173-0016 Tokyo Prefecture",[],Tokyo,{},[],35.7559315,139.6980882
Ting Relief Cottage,,,,[],['None'],[],,,89.0,4.0,66.0,"1-32-9 Akatsuka, Itabashi 175-0092 Tokyo Prefecture",[],Tokyo,{},[],,
Eos Hotel Itabashi,,,,[],['None'],[],,,201.0,6.0,76.0,"1-10-11 Itabashi, Itabashi 173-0004 Tokyo Prefecture",[],Tokyo,{},[],35.761430499999996,139.7055249
H2O Stay Oyama,,,,[],['None'],[],,,368.0,4.0,75.0,"9-6 Higashicho Oyama, Itabashi 173-0014 Tokyo Prefecture",[],Tokyo,{},[],,
Itabashi House,,,,[],['None'],[],,,251.0,6.0,77.0,"1-60-8 Itabashi, Itabashi 173-0004 Tokyo Prefecture",[],Tokyo,{},[],35.761430499999996,139.7055249
An,,,,[],['None'],[],,,247.0,7.0,77.0,"1-48-10 Itabashi Amezawa Bldg, Itabashi 173-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Sengoku Hatago,,,,"['Free High Speed Internet (WiFi)', 'Wifi']",['None'],[],,,143.0,3.0,72.0,"32-1 Yayoicho, Itabashi 173-0021 Tokyo Prefecture",[],Tokyo,{},[],35.7535975,139.6928227
B&B Nagomi,,,,"['Free High Speed Internet (WiFi)', 'BBQ facilities', 'Baggage storage', 'Concierge']","['English', 'Chinese', 'Japanese']",[],,,257.0,6.0,61.0,"3-3-1 Hasune, Itabashi 174-0046 Tokyo Prefecture",[],Tokyo,{},[],,
Ryotei Mikado,,,,[],['None'],[],,,243.0,12.0,66.0,"1-7-3 Azusawa, Itabashi 174-0051 Tokyo Prefecture",[],Tokyo,{},[],35.7779319,139.697781
Yoosuu Homestay,,,,[],['None'],[],,,366.0,11.0,60.0,"10-3 Fujimicho, Itabashi 174-0062 Tokyo Prefecture",[],Tokyo,{},[],35.760845200000006,139.69869440000002
Ofujoshi Kaikan 2nd Bldg.,,,,"['Free High Speed Internet (WiFi)', 'Wifi']",['None'],[],,,229.0,5.0,70.0,"11-2 Oyamanishicho, Itabashi 173-0033 Tokyo Prefecture",[],Tokyo,{},[],,
Capsule Hotel Road One,,,,['Hot bath'],['None'],[],,,141.0,3.0,71.0,"26-5 Nakaitabashi, Itabashi 173-0016 Tokyo Prefecture",[],Tokyo,{},[],35.7559315,139.6980882
CS Homestay - Shicun,,,,[],['None'],[],,,100.0,5.0,72.0,"1-25-18 Shimura, Itabashi 174-0056 Tokyo Prefecture",[],Tokyo,{},[],35.7741883,139.6849049772756
Ofu Jyoshi Kaikan No.2,,,,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning']",['None'],[],,,139.0,5.0,62.0,"11-2 Oyama Nishicho, Itabashi 173-0033 Tokyo Prefecture",[],Tokyo,{},[],35.746646999999996,139.695736
Goto,,,,[],['None'],[],,,116.0,5.0,61.0,"58-10 Oyamanishicho, Itabashi 173-0033 Tokyo Prefecture",[],Tokyo,{},[],,
GG Homestay-Katsushika,,,,[],['None'],[],,,20.0,4.0,74.0,"5-24-6 Shibamata, Katsushika 125-0052 Tokyo Prefecture",[],Tokyo,{},[],,
Nice Hostel Yotsugi Annex,,,,[],['None'],[],,,44.0,3.0,50.0,"3-23-11 Higashi Yotsugi, Katsushika 124-0014 Tokyo Prefecture",[],Tokyo,{},[],,
Kiki House 2,,,,[],['None'],[],,,186.0,9.0,60.0,"3-15-2 Tateishi, Katsushika 124-0012 Tokyo Prefecture",[],Tokyo,{},[],,
Niwa Homestay,,,,[],['None'],[],,,237.0,19.0,72.0,"7-23-14 Tateishi, Katsushika 124-0012 Tokyo Prefecture",[],Tokyo,{},[],,
Lchotel&Stay 2A,,,,[],['None'],[],,,321.0,21.0,67.0,"5-24-9 Yotsugi, Katsushika 124-0011 Tokyo Prefecture",[],Tokyo,{},[],,
Shiyunting Apartment 1 Branch,,,,[],['None'],[],,,145.0,13.0,68.0,"2-55-10 Horikiri, Katsushika 124-0006 Tokyo Prefecture",[],Tokyo,{},[],,
Kiki Villa - Lishidian,,,,[],['None'],[],,,192.0,9.0,61.0,"3-15-2 Tateishi, Katsushika 124-0012 Tokyo Prefecture",[],Tokyo,{},[],,
Tozanso,,,,[],['None'],[],,,148.0,6.0,73.0,"3-34-12 Aoto, Katsushika 125-0062 Tokyo Prefecture",[],Tokyo,{},[],,
Castle Linlin,,,,[],['None'],[],,,139.0,8.0,50.0,"1-9-7 Nishikameari, Katsushika 124-0002 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Enjoy Hotel,,,,[],['None'],[],,,69.0,5.0,52.0,"1-16-25 Yotsugi Sugiyama Hights 101 to 103, Katsushika 124-0011 Tokyo Prefecture",[],Tokyo,{},[],,
Ohana House Skytree,,,,[],['None'],[],,,36.0,2.0,55.0,"2-25-19 Higashihorikiri, Katsushika 124-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Kiki House 1,,,,[],['None'],[],,,214.0,7.0,65.0,"3-23-14 Higashitateishi, Katsushika 124-0013 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Kamakura House,,,,[],['None'],[],,,164.0,10.0,72.0,"4-28-7 Kamakura, Katsushika 125-0053 Tokyo Prefecture",[],Tokyo,{},[],,
Hao Bros. Home,,,,[],['None'],[],,,187.0,18.0,84.0,"3-15-2 Takasago, Katsushika 125-0054 Tokyo Prefecture",[],Tokyo,{},[],,
"Rs, Hotel",,,,[],['None'],[],,,52.0,6.0,59.0,"3-14-17 Shin-koiwa, Katsushika 124-0024 Tokyo Prefecture",[],Tokyo,{},[],,
Gaosha Pipi Homestay,,,,[],['None'],[],,,176.0,13.0,70.0,"2-32-6 Takasago, Katsushika 125-0054 Tokyo Prefecture",[],Tokyo,{},[],,
Xinxiaoyan Warm Homestay,,,,[],['None'],[],,,419.0,6.0,70.0,"1-18-6 Shinkoiwa, Katsushika 124-0024 Tokyo Prefecture",[],Tokyo,{},[],,
Light Hotel,,,,[],['None'],[],,,151.0,11.0,73.0,"1-6-6 Aoto, Katsushika 125-0062 Tokyo Prefecture",[],Tokyo,{},[],,
Business Hotel K-inn,,,,[],['None'],[],,,212.0,28.0,88.0,"3-9-3 Morishita, Koto 135-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Nest Inn Tabata,,,,[],['None'],[],,,99.0,3.0,71.0,"1-2-17 Higashitabata, Kita 114-0013 Tokyo Prefecture",[],Tokyo,{},[],,
Super Hotel Tokyo Akabane Eki Minamiguchi,,,,[],['None'],[],,,639.0,22.0,70.0,"1-9-1 Akabaneminami, Kita 115-0044 Tokyo Prefecture",[],Tokyo,{},[],,
Jingyueyang Apartment 1,,,,[],['None'],[],,,256.0,8.0,80.0,"1-18-6 Kamijujo, Kita 114-0034 Tokyo Prefecture",[],Tokyo,{},[],,
Tae Domus Apartment,,,,[],['None'],[],,,202.0,6.0,79.0,"1-8-22 Kamijujo, Kita 114-0034 Tokyo Prefecture",[],Tokyo,{},[],,
Iheyas Hotel Nakazato,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Rush to the Dead Summer Apartment Ⅱ,,,,[],['None'],[],,,486.0,20.0,61.0,"2-29-3 Kamiya, Kita 115-0043 Tokyo Prefecture",[],Tokyo,{},[],,
Eos Hotel Akabane,,,,[],['None'],[],,,132.0,7.0,47.0,"3-11-21 Ukima, Kita 115-0051 Tokyo Prefecture",[],Tokyo,{},[],35.7905901,139.7004698
Shinjuku Lucky House,,,,[],['None'],[],,,251.0,7.0,77.0,"6-64-10 Takinogawa, Kita 114-0023 Tokyo Prefecture",[],Tokyo,{},[],,
Uhome Ueno Nishi-Nippori Youth House,,,,[],['None'],[],,,92.0,9.0,80.0,"1 Tabata, Kita 114-0014 Tokyo Prefecture",[],Tokyo,{},[],,
Zhaohong,,,,[],['None'],[],,,184.0,11.0,84.0,"6-26-3 Takinogawa, Kita 114-0023 Tokyo Prefecture",[],Tokyo,{},[],,
Kyoka House in 10-joyo,,,,[],['None'],[],,,256.0,8.0,80.0,"1-18-6 Kamijujo, Kita 114-0034 Tokyo Prefecture",[],Tokyo,{},[],,
Liyan,,,,[],['None'],[],,,244.0,17.0,90.0,"1-1-2 Nishigahara ハイツ寺口402, Kita 114-0024 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Maple 4 Room Apartment,,,,[],['None'],[],,,158.0,8.0,61.0,"1-20-8 Shimo, Kita 115-0042 Tokyo Prefecture",[],Tokyo,{},[],,
Ki no Ie,,,,[],['None'],[],,,166.0,29.0,90.0,"1-18-5 Morishita, Koto 135-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Kaoru House Tokyo,,,,[],['None'],[],,,219.0,9.0,85.0,"6-32-7 Takinogawa, Kita 114-0023 Tokyo Prefecture",[],Tokyo,{},[],,
Hotel K-Gen,,,,[],['None'],[],,,256.0,19.0,88.0,"2-18-12 Oji, Kita 114-0002 Tokyo Prefecture",[],Tokyo,{},[],,
Ryoso Akimoto,,,,[],['None'],[],,,482.0,19.0,93.0,"3-2-18, Nakameguro, Meguro 153-0061 Tokyo Prefecture",[],Tokyo,{},[],,
K-Style,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
MR. Kintaro Hotel Kameido,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Loft Hotel Tokyo #Kameido,,,,[],['None'],[],,,546.0,15.0,84.0,"5-13-14, Kameido, Koto 136-0071 Tokyo Prefecture",[],Tokyo,{},[],,
Kameshichi Ryokan,,,,[],['None'],[],,,401.0,21.0,67.0,"7-61-10, Kameido, Koto 136-0071 Tokyo Prefecture",[],Tokyo,{},[],,
Sauna & Capsule Minami Gakugeidaigaku,,,,[],['None'],[],,,414.0,12.0,80.0,"3-9-9 Takaban, Meguro 152-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Business Hotel New Fukuya,,,,[],['None'],[],,,217.0,27.0,89.0,"3-7-6 Morishita, Koto 135-0004 Tokyo Prefecture",[],Tokyo,{},[],,
May Kameido,,,,[],['None'],[],,,506.0,24.0,66.0,"7-29-9, Kameido, Koto 136-0071 Tokyo Prefecture",[],Tokyo,{},[],,
Kinshicho Apartment,,,,[],['None'],[],,,195.0,14.0,96.0,"3-7-2, Kameido, Koto 136-0071 Tokyo Prefecture",[],Tokyo,{},[],,
KS Lounge,,,,[],['None'],[],,,102.0,4.0,73.0,"5-6 Senda, Koto 135-0013 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Morishita no Hikari Hotel,,,,[],['None'],[],,,202.0,31.0,89.0,"14-20 Takabashi, Koto 135-0005 Tokyo Prefecture",[],Tokyo,{},[],35.6848025,139.7996226
City Hotel Chalets,,,,[],['None'],[],,,122.0,18.0,71.0,"2-13-6 Ogibashi, Koto 135-0011 Tokyo Prefecture",[],Tokyo,{},[],,
Orange Inn,,,,[],['None'],[],,,202.0,31.0,89.0,"14-20 Takabashi, Koto 135-0005 Tokyo Prefecture",[],Tokyo,{},[],35.6848025,139.7996226
Hotel Harebare,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Tomaru Morisita Hotel,,,,[],['None'],[],,,175.0,29.0,89.0,"2-19-9 Morishita, Koto 135-0004 Tokyo Prefecture",[],Tokyo,{},[],,
White River Inn,,,,[],['None'],[],,,120.0,45.0,85.0,"3-6-13 Shirakawa, Koto 135-0021 Tokyo Prefecture",[],Tokyo,{},[],,
Daiki,,,,[],['None'],[],,,632.0,45.0,84.0,"1-15-3 Tomioka, Koto 135-0047 Tokyo Prefecture",[],Tokyo,{},[],,
Wakasu Campsite,,,,[],['None'],[],,,,,,"3-2-1 Wakasu, Koto 136-0083 Tokyo Prefecture",[],Tokyo,{},[],,
Akasaka Residence,,,,[],['None'],[],,,1179.0,64.0,92.0,"4-7-1, Akasaka, Minato 107-0052 Tokyo Prefecture",[],Tokyo,{},[],,
Hotel Livemax Akasaka GANDE,,,,[],['None'],[],,,1016.0,50.0,100.0,"6-4-7, Akasaka, Minato 107-0052 Tokyo Prefecture",[],Tokyo,{},[],,
IT 1,,,,"['Iron', 'Kitchenette', 'Flatscreen TV', 'Hair dryer']",['None'],[],,,1941.0,45.0,99.0,"1-11-6 Nishishinbashi, Shimbashi, Minato 105-0003 Tokyo Prefecture",[],Tokyo,{},[],,
The Terrace Hostel Shimbashi,,,,[],['None'],[],,,2391.0,66.0,100.0,"4-15-7 Le Grand Ciel Bldg. 34 3 to 5 F, Shimbashi, Minato 105-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Capsule Hotel Shinbashi,,,,[],['None'],[],,,2967.0,142.0,100.0,"3-16-4, Shimbashi, Minato 105-0004 Tokyo Prefecture",[],Tokyo,{},[],,
LOF HOTEL Shimbashi,,,,[],['None'],[],,,1703.0,55.0,100.0,"5-23-4, Shimbashi, Minato 105-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Kakan,,,,[],['None'],[],,,157.0,36.0,90.0,"2-7-25 Minamiazabu, Minato 106-0047 Tokyo Prefecture",[],Tokyo,{},[],,
Oakwood Apartments Minami Azabu,,,,"['Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning']",['None'],[],,,137.0,27.0,90.0,"2-5-13 Minamiazabu, Minato 106-0047 Tokyo Prefecture",[],Tokyo,{},[],,
Guesthouse Nareu,,,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Baggage storage', 'Non-smoking hotel', 'Shared kitchen', 'Shared lounge / TV area', 'Air conditioning', 'Refrigerator', 'Non-smoking rooms']","['English', 'Japanese']",[],,,192.0,32.0,84.0,"2-15-7 Minamiazabu, Minato 106-0047 Tokyo Prefecture",[],Tokyo,{},[],,
Guest House Tokyo Sakurako Azabu,,,,[],['None'],[],,,195.0,26.0,90.0,"2-5-2 Minamiazabu Kado Minamiazabu 8F, Minato 106-0047 Tokyo Prefecture",[],Tokyo,{},[],,
Oakwood Hotel & Apartments Azabu Tokyo,,,,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', '24-hour security', 'Baggage storage', '24-hour front desk', 'Restaurant', 'Breakfast available', 'Concierge', 'Non-smoking hotel', 'Umbrella', 'Clothes dryer', 'Washing machine', 'Air purifier', 'Air conditioning', 'Housekeeping', 'Private balcony', 'Telephone', 'Microwave', 'Flatscreen TV', 'Bath / shower', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware', 'On-demand films', 'Complimentary toiletries', 'City view', 'Landmark view', 'Non-smoking rooms', 'Suites']","['English', 'Japanese']",[],,,597.0,37.0,94.0,"3-10-5 Higashiazabu, Minato 106-0044 Tokyo Prefecture",[],Tokyo,{},[],,
kApartments,,,,[],['None'],[],,,330.0,25.0,91.0,"3-12-9 Shiba, Minato 105-0014 Tokyo Prefecture",[],Tokyo,{},[],,
Mode Apartments,,,,[],['None'],[],,,445.0,45.0,92.0,"1-5-9 Minamiazabu, Minato 106-0047 Tokyo Prefecture",[],Tokyo,{},[],,
Temple Hotel Shoden-JI,,,,[],['None'],[],,,316.0,20.0,93.0,"1-12-12 Shiba, Minato 104-0015 Tokyo Prefecture",[],Tokyo,{},[],,
HOTEL Omotesando Stories,,,,[],['None'],[],,,646.0,99.0,98.0,"5-1-25 Minamiaoyama, Minato 107-0062 Tokyo Prefecture",[],Tokyo,{},[],,
2269 AZAVU,,,,[],['None'],[],,,340.0,31.0,96.0,"2-26-9 Higashiazabu, Minato 106-0044 Tokyo Prefecture",[],Tokyo,{},[],,
Roppongi Plaza Hotel,,,,[],['None'],[],,,1557.0,156.0,100.0,"7-15-13 Roppongi Daiya Heights 6F, Minato 106-0032 Tokyo Prefecture",[],Tokyo,{},[],,
unito SHIODOME,,,,[],['None'],[],,,992.0,36.0,97.0,"2-3-16 Higashishimbashi, Minato 105-0021 Tokyo Prefecture",[],Tokyo,{},[],,
The Micro Museum Hostel Aoyama,,,,[],['None'],[],,,463.0,52.0,97.0,"2-27-6 Minamiaoyama, Minato 107-0062 Tokyo Prefecture",[],Tokyo,{},[],,
Palace Studio Akasaka Nibankan,,,,[],['None'],[],,,322.0,37.0,100.0,"8-8-1, Akasaka, Minato 107-0052 Tokyo Prefecture",[],Tokyo,{},[],,
Palace Studio Minami-Azabu,,,,[],['None'],[],,,391.0,43.0,91.0,"1-5-30 Minamiazabu, Minato 106-0047 Tokyo Prefecture",[],Tokyo,{},[],,
Angels' Houses,,,,[],['None'],[],,,144.0,5.0,59.0,"1-5-2 Saginomiya, Nakano 165-0032 Tokyo Prefecture",[],Tokyo,{},[],,
Girls House Nakano,,,,"['Free High Speed Internet (WiFi)', 'Adults only', 'Non-smoking hotel', 'Shared kitchen', 'Shared lounge / TV area', 'Air conditioning']","['English', 'Japanese']",[],,,168.0,12.0,75.0,"4-10-9 Arai, Nakano 165-0026 Tokyo Prefecture",[],Tokyo,{},[],,
Concieria Toranomon Tokyo Premium,,,,[],['None'],[],,,872.0,42.0,100.0,"1-11-9, Toranomon, Minato 105-0001 Tokyo Prefecture",[],Tokyo,{},[],,
ALT STAY Azabudai daily.,,,,[],['None'],[],,,366.0,38.0,99.0,"2-9-5 Higashiazabu, Minato 106-0044 Tokyo Prefecture",[],Tokyo,{},[],,
Hana Apartment,,,,[],['None'],[],,,178.0,12.0,65.0,"4-36-3 Honcho, Nakano 164-0012 Tokyo Prefecture",[],Tokyo,{},[],35.6961466,139.6768501
Royal Palace,,,,[],['None'],[],,,565.0,24.0,83.0,"1-15-20 Arai, Nakano 165-0026 Tokyo Prefecture",[],Tokyo,{},[],,
Ryokan Nakano Loddge,,,,[],['None'],[],,,145.0,17.0,89.0,"1-40-8 Chuo, Nakano 164-0011 Tokyo Prefecture",[],Tokyo,{},[],,
Shinjuku and My Toy Collection Together Homestay,,,,[],['None'],[],,,130.0,10.0,78.0,"1-19-3 Matsugaoka, Nakano 165-0024 Tokyo Prefecture",[],Tokyo,{},[],,
Norimasa Homestay,,,,[],['None'],[],,,226.0,18.0,80.0,"5-46-5 Chuo, Nakano 164-0011 Tokyo Prefecture",[],Tokyo,{},[],,
Shin-Nakano Lodge,,,,"['Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",['None'],[],,,172.0,12.0,68.0,"6-1-1 Honcho, Nakano 164-0012 Tokyo Prefecture",[],Tokyo,{},[],35.6961466,139.6768501
Laffitte Tokyo,,,,[],['None'],[],,,113.0,7.0,79.0,"4-27-32 Higashi-Nakano, Nakano 164-0003 Tokyo Prefecture",[],Tokyo,{},[],,
Court Residence Tokyo Nakano,,,,[],['None'],[],,,237.0,16.0,80.0,"5-47-8 Chuo, Nakano 164-0011 Tokyo Prefecture",[],Tokyo,{},[],,
GIVE Araiyakushi,,,,"['Free High Speed Internet (WiFi)', 'Washing machine', 'Air conditioning', 'Desk', 'Wardrobe / wardrobe', 'Clothes rack', 'Kitchenette', 'Microwave', 'Flatscreen TV', 'Hair dryer', 'Iron', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware']",['None'],[],,,355.0,19.0,84.0,"1-36-4 Arai, Nakano 165-0026 Tokyo Prefecture",[],Tokyo,{},[],,
Concieria Azabu Juban,,,,[],['None'],[],,,646.0,50.0,100.0,"1-9-5, Azabujuban, Minato 106-0045 Tokyo Prefecture",[],Tokyo,{},[],,
Trendy Apartment KJ,,,,[],['None'],[],,,562.0,46.0,97.0,"3-5-7, Azabujuban, Minato 106-0045 Tokyo Prefecture",[],Tokyo,{},[],,
Platinum Hills,,,,['Hot bath'],['None'],[],,,187.0,30.0,90.0,"1-15-36 Nihombashi Bldg., Shirokane, Minato 108-0072 Tokyo Prefecture",[],Tokyo,{},[],,
Coco Shuku Nakanosakaue,,,,[],['None'],[],,,170.0,14.0,91.0,"1-35-5 Chuo, Nakano 164-0011 Tokyo Prefecture",[],Tokyo,{},[],,
"Oakwood Apartments Shirokane, Tokyo",,,,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', '24-hour security', 'Concierge', 'Shared lounge / TV area', 'Clothes dryer', 'Dry cleaning', 'Laundry service', 'Washing machine', 'Air conditioning', 'Housekeeping', 'Safe', 'Separate living room', 'Coffee / tea maker', 'Dishwasher', 'Cable / satellite TV', 'Bath / shower', 'Sofa', 'Telephone', 'Wardrobe / wardrobe', 'Microwave', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware', 'Flatscreen TV', 'On-demand films', 'Complimentary toiletries', 'Hair dryer']",['None'],[],,,55.0,16.0,87.0,"2-7-26, Shirokane, Minato 108-0072 Tokyo Prefecture",[],Tokyo,{},[],,
Modern Living Nakano II,,,,[],['None'],[],,,95.0,16.0,71.0,"1-19-7 Numabukuro, Nakano 165-0025 Tokyo Prefecture",[],Tokyo,{},[],,
BUREAU Takanawa,,,,[],['None'],[],,,208.0,25.0,92.0,"4-6-10, Takanawa, Minato 108-0074 Tokyo Prefecture",[],Tokyo,{},[],,
Villa Fontaine Premier Haneda Airport,,,,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free breakfast', 'Business Centre with Internet Access', 'Conference facilities', 'Spa', '24-hour security', 'Parking', 'Wifi', 'Sauna', 'Bar / lounge', 'Restaurant', 'Breakfast buffet', 'Banquet room', 'Meeting rooms', 'Photo copier / fax In business centre', 'Hot spring bath', 'Massage', 'Open-air bath', 'Baggage storage', 'Concierge', 'Convenience store', 'Currency exchange', 'Gift shop', 'Non-smoking hotel', 'Shops', '24-hour check-in', '24-hour front desk', 'Clothes dryer', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Washing machine', 'Air conditioning', 'Desk', 'Housekeeping', 'Room service', 'Coffee / tea maker', 'Minibar', 'Flatscreen TV', 'Bidet', 'Safe', 'Sofa', 'Telephone', 'Wardrobe / wardrobe', 'Bottled water', 'Iron', 'Laptop safe', 'Private bathrooms', 'Refrigerator', 'Electric kettle', 'Walk-in shower', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Suites']","['English', 'Japanese']",[],,,42.0,8.0,83.0,"2-7-1 Hanedakuko, Ota 144-0041 Tokyo Prefecture",[],Tokyo,{},[],35.544055900000004,139.786874
Space Kuro Kamata,,,,[],['None'],[],,,815.0,18.0,66.0,"7-42-7 Nishikamata, Ota 144-0051 Tokyo Prefecture",[],Tokyo,{},[],,
Shen City Life Homestay,,,,[],['None'],[],,,190.0,16.0,62.0,"32-2 Kitaminemachi, Ota 145-0073 Tokyo Prefecture",[],Tokyo,{},[],35.5863707,139.6825629
M-1 Tokyo Haneda 5-II,,,,[],['None'],[],,,72.0,9.0,78.0,"5-20-5 Haneda, Ota 144-0043 Tokyo Prefecture",[],Tokyo,{},[],35.51201905,139.71210205
Aunt Tomoko Suzuki's Cozy Home,,,,[],['None'],[],,,86.0,4.0,74.0,"2-15-18 Minamiyukigaya, Ota 145-0066 Tokyo Prefecture",[],Tokyo,{},[],,
Grandouce Kamata II,,,,[],['None'],[],,,166.0,3.0,59.0,"3-21-13 Higashiyaguchi, Ota 144-0051 Tokyo Prefecture",[],Tokyo,{},[],,
AMB Haneda Bienvenue,,,,[],['None'],[],,,46.0,4.0,60.0,"3-5-12 Nishikojiya, Ota 144-0034 Tokyo Prefecture",[],Tokyo,{},[],35.5549236,139.7309165
Petbluel Homestay 2,,,,[],['None'],[],,,186.0,7.0,61.0,"1-21-15 Higashikamata, Ota 144-0031 Tokyo Prefecture",[],Tokyo,{},[],,
Business Hotel New Otowa,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Toyoko Inn Tokyo Omori,,,,[],['None'],[],,,565.0,21.0,89.0,"1-23-8 Omorikita, Ota 143-0016 Tokyo Prefecture",[],Tokyo,{},[],,
Daiichi Gifukan,,,,[],['None'],[],,,34.0,5.0,53.0,"4-18-3 Nakarokugo, Ota 144-0055 Tokyo Prefecture",[],Tokyo,{},[],,
Sushi House Tokyo,,,,[],['None'],[],,,295.0,10.0,52.0,"Tamagawa 1-2-25, Ota 146-0095 Tokyo Prefecture",[],Tokyo,{},[],,
Grandouce Senzokuike,,,,[],['None'],[],,,46.0,9.0,75.0,"2-27-10 Kamiikedai, Ota 145-0064 Tokyo Prefecture",[],Tokyo,{},[],35.60102,139.698215
Mino Ikegami,,,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Baggage storage', 'Non-smoking hotel', 'Air conditioning', 'Housekeeping']","['English', 'Chinese', 'Japanese', 'Korean']",[],,,171.0,9.0,81.0,"4-27-8 Ikegami Lofty I's 1F, Ota 146-0082 Tokyo Prefecture",[],Tokyo,{},[],,
Taiyokan,,,,[],['None'],[],,,41.0,6.0,53.0,"4-13-8 Nakarokugo, Ota 144-0055 Tokyo Prefecture",[],Tokyo,{},[],,
Ohishi 66 Apartment,,,,[],['None'],[],,,379.0,18.0,69.0,"1-20-5 Nerima, Nerima 176-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Showakan,,,,[],['None'],[],,,175.0,4.0,83.0,"3-18-6 Shakujiimachi, Nerima 177-0041 Tokyo Prefecture",[],Tokyo,{},[],,
Toshimaen Home,,,,[],['None'],[],,,51.0,19.0,68.0,"4-21-6 Nerima, Nerima 176-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Love in Osiro Nibankan,,,,[],['None'],[],,,390.0,12.0,52.0,"1-5-17 Kitamachi, Nerima 179-0081 Tokyo Prefecture",[],Tokyo,{},[],,
Guesthouse Haneda Airport,,,,[],['None'],[],,,439.0,5.0,67.0,"1-18-6, Kamata, Ota 144-0035 Tokyo Prefecture",[],Tokyo,{},[],,
C'est Joli Ikegami,,,,[],['None'],[],,,100.0,4.0,75.0,"3-20-2 Ikegami, Ota 146-0082 Tokyo Prefecture",[],Tokyo,{},[],,
AIHOTEL Keikyu Kamata,,,,[],['None'],[],,,312.0,8.0,67.0,"3-15-12, Kamata, Ota 144-0052 Tokyo Prefecture",[],Tokyo,{},[],,
Business Hotel Shinriki Honkan,,,,[],['None'],[],,,1031.0,21.0,67.0,"5-9-3, Kamata, Ota 144-0052 Tokyo Prefecture",[],Tokyo,{},[],,
APA Hotel Kamata Ekimae,,,,[],['None'],[],,,,,,"7-49-5 Nishikamata, Ota 144-0051 Tokyo Prefecture",[],Tokyo,{},[],,
Petbluel Homestay 4,,,,[],['None'],[],,,56.0,1.0,63.0,"4-25-13 Nishikamata, Ota 144-0051 Tokyo Prefecture",[],Tokyo,{},[],,
Riki Cozy Apartment 2,,,,[],['None'],[],,,140.0,4.0,64.0,"4-31-4 Nishikojiya, Ota 144-0034 Tokyo Prefecture",[],Tokyo,{},[],35.5549236,139.7309165
Ikidane Cozy Hotel Haneda Airport,,,,[],['None'],[],,,60.0,10.0,76.0,"5-13-4 Haneda, Ota 144-0043 Tokyo Prefecture",[],Tokyo,{},[],35.51201905,139.71210205
