hotel_name,rating,review_count,hotel_rank,amenities,languages,hotel_class,price,best_price_source,restraunts_nearby,attractions_nearby,good_for_walkers_out_of_100,lat_long_link,best_features_as_per_reviews,city,cuisines,restaurant_names,lat,lon
Pebble Apartments,2.0,7.0,921.0,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Shops', 'Washing machine', 'Seating area', 'Telephone', 'Iron', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Family rooms']",['English'],[],,,69.0,9.0,90.0,"194 Seven Sisters Road, London N4 3NX England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.56263679999999,-0.1092337
Draycott House Apartments,2.0,5.0,,"['Free High Speed Internet (WiFi)', 'Wifi', ""Kids' outdoor play equipment"", 'Non-smoking hotel', 'Shared kitchen', 'Shared lounge / TV area', 'Air conditioning', 'Kitchenette']","['English', 'Hindi', 'Urdu']",[],,,126.0,43.0,98.0,"Draycott House 10 Draycott Avenue Chelsea, London SW3 3AA England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Park House,2.0,7.0,918.0,"['Free internet', 'Wifi', 'Paid wifi', 'Concierge', 'Non-smoking hotel', 'Self-serve laundry', 'Non-smoking rooms']",['None'],[],,,90.0,10.0,100.0,"Park House Hostel 227 Earls Court Road, London SW5 9BL England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Stress Less Budget Rooms,1.0,4.0,919.0,[],['None'],[],,,76.0,5.0,81.0,"150 Hoe Street Walthamstow, London E17 4QR England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5870362,-0.02076983796811745
Stratford Grove House,1.0,2.0,916.0,"['Shared bathroom', 'Iron', 'Hair dryer']",['None'],[],,,107.0,7.0,60.0,"12 Earlham Grove, London E7 9AW England",[],London,{},[],51.54686195,0.015041190750578281
Rove London Hotel,2.5,4.0,,[],['None'],[],7580.0,Agoda.com,166.0,32.0,100.0,"36-42 Norfolk Square, London W2 1RT England",[],London,{},[],51.51637725,-0.1731502023239081
Brick Lane Guest House,1.5,2.0,914.0,"['Free High Speed Internet (WiFi)', 'Internet', 'Non-smoking hotel', 'Express check-in / check-out', 'Clothes dryer', 'Washing machine', 'Seating area', 'Sofa', 'Clothes rack', 'Iron', 'Coffee / tea maker', 'Kitchenette', 'Flatscreen TV', 'Bath / shower', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenware', 'Complimentary toiletries', 'Hair dryer', 'Family rooms']","['English', 'French', 'Russian', 'Spanish']",[],,,167.0,20.0,99.0,"53B Hanbury Street, London E1 5JP England","['Cleanliness', 'Service', 'Value']",London,{},[],51.520285,-0.07169860000000002
O'Callaghan's Hostel,1.5,7.0,945.0,[],['None'],[],,,132.0,20.0,100.0,"92 Ebury Street, London SW1W 9QD England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.492963700000004,-0.1506398
City Point Serviced Apartments,1.0,2.0,942.0,"['Free parking', 'Parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', '24-hour front desk', 'Kitchenette']",['None'],[],,,54.0,4.0,89.0,"Denison House 20 Lanterns Way Denison House, London E14 9JH England",[],London,{},[],,
Short Stay London,1.5,3.0,,['Wifi'],['None'],[],,,43.0,4.0,49.0,"206 Davidson Road, Croydon, Greater CR0 6DF, London E14 8RN England","['Service', 'Value']",London,{},[],,
London Apartments by Mady,1.0,2.0,940.0,"['Washing machine', 'Sofa', 'Clothes rack', 'Iron', 'Bath / shower', 'Hair dryer', 'Family rooms']",['None'],[],,,56.0,10.0,78.0,"279 City Road, London EC1V 1LA England",['Service'],London,{},[],51.53015545,-0.09833095000000236
Whitechapel Guest House,1.0,2.0,938.0,"['Free High Speed Internet (WiFi)', 'Internet', 'Bar / lounge', 'Airport transportation', 'Baggage storage', 'Non-smoking hotel', 'Express check-in / check-out', 'Private check-in / check-out', 'Restaurant', 'Complimentary tea', 'Shuttle bus service', 'Shops', 'ATM on site', 'Coffee / tea maker', 'Complimentary toiletries', 'Hair dryer', 'Family rooms']","['English', 'Russian', 'Czech']",[],,,148.0,23.0,100.0,"2-12 Cambridge Heathrow Road Whitechapel, London E1 5QH England","['Location', 'Service']",London,{},[],,
Dinwiddy House,2.0,4.0,937.0,[],['None'],[],,,,,,,"['Cleanliness', 'Service']",London,{},[],44.933143,7.540121000000001
Wesley Avenue,1.0,2.0,963.0,[],['None'],[],,,46.0,1.0,50.0,"54 Wesley Avenue, London NW10 7BN England","['Cleanliness', 'Service']",London,{},[],51.5318751,-0.2624032
Suites of London,2.0,9.0,962.0,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Shuttle bus service', 'Baggage storage', 'Currency exchange', 'Non-smoking hotel', 'Soundproof rooms']",['None'],[],,,46.0,3.0,79.0,"230 Mile End Road Tower Hamlets, London E1 4LJ England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5215561,-0.0468968
Shoreditch One,2.0,5.0,961.0,['Non-smoking hotel'],['None'],[],,,324.0,86.0,100.0,"130 Tabernacle Street, London EC2A 4SA England",['Service'],London,{},[],51.525794,-0.0841679
Stratford Guest House,2.0,7.0,960.0,[],['None'],[],,,50.0,3.0,85.0,"200 The Grove, London E15 1NS England","['Location', 'Service', 'Value']",London,{},[],51.545397200000004,0.004368100000000001
Warner View Apartments,2.0,5.0,468.0,[],['None'],[],,,16.0,5.0,84.0,"Flat 15-20 Warner House Abercorn Place, London NW8 9YA England","['Location', 'Cleanliness', 'Service']",London,{},[],,
The Mile End Hotel,1.5,3.0,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Airport transportation', 'Room service', 'Kitchenette']",['None'],[],,,123.0,23.0,78.0,"359 Mile End Road, London E3 4QS England",[],London,{},[],51.52450865,-0.036768438471025
Hammersmith Studios,1.0,2.0,957.0,"['Iron', 'Kitchenette', 'Microwave', 'Refrigerator', 'Kitchenware', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['English', 'Spanish', 'Czech', 'Portuguese']",[],,,81.0,9.0,93.0,"55 Weltje Road, London W6 9LS England","['Service', 'Value']",London,{},[],51.492934600000005,-0.23756799999999997
Fitzrovia Rooms,1.0,2.0,955.0,"['Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning']","['English', 'Spanish']",[],,,216.0,36.0,100.0,"120 Whitfield Street, London W1T 5EG England",[],London,{},[],51.522940399999996,-0.13796329999999998
Grand Apartments Fulham Palace,1.0,2.0,956.0,"['Parking', 'Free High Speed Internet (WiFi)', 'Golf course', 'Highchairs available', 'Non-smoking hotel', 'Shops', 'Express check-in / check-out', 'Laundry service', 'Wifi', 'Self-serve laundry', 'Washing machine', 'Seating area', 'Sofa', 'Clothes rack', 'Iron', 'Coffee / tea maker', 'Kitchenette', 'Bath / shower', 'Complimentary toiletries', 'Microwave', 'Refrigerator', 'Kitchenware', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']",['None'],[],,,36.0,2.0,82.0,"171 Fulham Palace Road Hammersmith and Fulham, London W6 8QT England",[],London,{},[],51.484995,-0.22005170000000002
Thirsk Tooting Concept Studios,1.0,2.0,964.0,[],['None'],[],,,59.0,13.0,72.0,"40 Thirsk Road CR4 2BD, London SW11 5SX England",[],London,{},[],,
OYO Home Clapham 2 Bedroom,1.0,2.0,,['Kitchenette'],['None'],[],,,60.0,14.0,61.0,"70 Kings Avenue, London SW4 8BH England","['Location', 'Service', 'Value']",London,{},[],51.45335015000001,-0.1302714634807203
The Royal London Luxury Apartments,1.0,2.0,978.0,[],['None'],[],,,63.0,13.0,91.0,"2-12 Cambridge Heath Road Tower Hamlets, London E1 5QH England","['Cleanliness', 'Service', 'Value']",London,{},[],51.52042295,-0.05616710418665617
Belvedere Olympic One Eighty Apartments,2.0,9.0,977.0,[],['None'],[],,,164.0,33.0,94.0,"High Street, London E15 2LS England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5355452,-0.005037699999999999
Ecclectic Nights,1.0,2.0,976.0,[],['None'],[],,,74.0,4.0,92.0,"68 Meridian Place, London E14 9FF England","['Location', 'Service']",London,{},[],51.5001925,-0.0131346
OYO Flagship 30369 Blackfriars St Andrew's Hill,1.0,2.0,,[],['None'],[],,,253.0,64.0,100.0,"31-34 St. Andrew's Hill, London EC4V 5DE England","['Location', 'Service']",London,{},[],51.51247125,-0.10153072250887094
Longley Lodge,1.5,4.0,980.0,[],['None'],[],,,163.0,7.0,57.0,"48 Longley Road, London SW17 9LL England","['Cleanliness', 'Service', 'Value']",London,{},[],51.42205475,-0.17013759398294706
103 Rooms,1.0,2.0,479.0,[],['None'],[],,,,,,,"['Cleanliness', 'Service']",London,{},[],44.933143,7.540121000000001
Ranston Guesthouse,1.0,5.0,995.0,[],['None'],[],,,109.0,17.0,100.0,"20A Ranston Street, London NW1 6SY England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.52228289999999,-0.16810413304856536
West Street,,,,[],['None'],[],,,1163.0,410.0,100.0,"13-15 West Street Covent Garden, London England",[],London,{},[],51.5126468,-0.12747529999999999
CitySpace Bermondsey,2.0,4.0,477.0,"['Street parking', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Pets Allowed ( Dog / Pet Friendly )', 'Rooftop terrace', 'Non-smoking hotel', '24-hour check-in', 'Express check-in / check-out', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Self-serve laundry', 'Washing machine', 'Blackout curtains', 'Bathrobes', 'Housekeeping', 'Safe', 'Bottled water', 'Coffee / tea maker', 'Flatscreen TV', 'Walk-in shower', 'Clothes rack', 'Iron', 'Private bathrooms', 'Kitchenette', 'Microwave', 'Oven', 'Refrigerator', 'Electric kettle', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Non-smoking rooms', 'Family rooms']","['English', 'Greek']",[],7731.0,Expedia,53.0,14.0,91.0,"64 Tower Bridge Road Bermondsey, London SE1 4TR England",['Service'],London,{},[],51.4953549,-0.0837538
Brick Lane Apartment Guesthouse,1.5,3.0,476.0,[],['None'],[],,,82.0,9.0,88.0,"Ashfield Street, London E1 2HA England",[],London,{},[],51.516870700000005,-0.0565247
Seven Dials Apartments,1.0,2.0,994.0,[],['None'],[],,,1061.0,407.0,100.0,"17 Charing Cross Road, London WC2H 0EP England",[],London,{},[],51.510258799999995,-0.12864828979614362
Finding My Palace,1.5,3.0,993.0,"['Paid public parking nearby', 'Street parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor furniture', 'Shared kitchen']",['None'],[],,,56.0,3.0,58.0,"189 Sellincourt Road, London SW17 9SD England",[],London,{},[],51.4225032,-0.1654408
Roman Flat Near Excel,1.5,3.0,992.0,"['Paid public parking nearby', 'Street parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel']",['None'],[],,,125.0,22.0,78.0,"124 Roman Road, London E6 3SR England","['Cleanliness', 'Service']",London,{},[],51.521102500000005,0.0458741
Buckingham Palace Road Serviced Apartments,1.5,3.0,991.0,[],['None'],[],,,205.0,27.0,100.0,"26-30 Buckingham Palace Road, London SW1W 0RE England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.4971794,-0.1444908
GG Guesthouse cv,1.0,3.0,474.0,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Shared kitchen', 'Seating area', 'Iron', 'Bath / shower']",['German'],[],,,111.0,12.0,75.0,"Upton Park 17 Grangewood Street, London E6 1EZ England","['Cleanliness', 'Service', 'Value']",London,{},[],,
Hunsens Stratford City Rooms and Apartments,2.0,8.0,996.0,[],['None'],[],,,17.0,8.0,79.0,"1 Rick Roberts Way, London E15 2FP England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5351078,-0.005016
Oneroom,1.0,2.0,,[],['None'],[],,,,,,"12 Selsdon Road, London NW2 7NE England","['Location', 'Service', 'Value']",London,{},[],51.36234835,-0.09604747552798354
Apex Apartments Bayswater,2.0,7.0,,[],['None'],[],,,143.0,12.0,100.0,"25 Cleveland Gardens, London W2 6DE England",[],London,{},[],51.51512535000001,-0.18360840272523996
Doreen's Holiday Lets,1.5,4.0,,[],['None'],[],,,,,,"9 Wimbledon Road, London SW17 0UG England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.4321876,-0.18215395
CanguroProperties - Pembridge Villas,1.0,2.0,,[],['None'],[],,,98.0,32.0,100.0,"24 Pembridge Villas, London W11 3EL England","['Location', 'Cleanliness', 'Service']",London,{},[],51.5136351,-0.19726259262739895
Clover Court,2.0,8.0,,[],['None'],[],,,45.0,3.0,78.0,"45 Millharbour, London E14 9TR England","['Location', 'Service']",London,{},[],51.496406,-0.019199200000000003
Sonder | The Maddox,1.0,2.0,,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Complimentary instant cofffee', 'Concierge', 'Non-smoking hotel', 'Express check-in / check-out', 'Private check-in / check-out', 'Clothes dryer', 'Street parking', 'Complimentary tea', 'Washing machine', 'Air conditioning', 'Dining area', 'Sofa', 'Wardrobe / wardrobe', 'Coffee / tea maker', 'Dishwasher', 'Cable / satellite TV', 'Bath / shower', 'Iron', 'Private bathrooms', 'Microwave', 'Oven', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']","['English', 'French', 'Spanish']",[],,,603.0,221.0,100.0,"16 Maddox Street, London W1S 1PH England","['Location', 'Cleanliness', 'Service']",London,{},[],51.51340925,-0.1419471547406103
Haringey Victorian House,2.0,4.0,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Complimentary toiletries']","['English', 'Chinese']",[],,,48.0,4.0,68.0,"31 Salisbury Road, London N4 1JY England","['Location', 'Cleanliness', 'Service']",London,{},[],51.581463799999995,-0.0990074
Tony&Tony B&B,,,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Airport transportation', 'Family rooms']",['None'],[],,,60.0,12.0,97.0,"89 Blackstock Road, London N4 2JW England",[],London,{},[],51.56255655,-0.10070535000000576
Modern Apartment In Bayswater By City Stay London,1.5,3.0,,[],['None'],[],,,151.0,11.0,100.0,"Redan Place, London W2 4SA England","['Location', 'Cleanliness', 'Service']",London,{},[],51.5151999,-0.1896335
Luxury Suites near Wembley Stadium,1.0,2.0,,[],['None'],[],5865.0,Booking.com,28.0,3.0,57.0,"7 Forty Lane, London HA9 9EA England","['Location', 'Cleanliness', 'Service']",London,{},[],51.565766700000005,-0.26930909999999997
Cottage 3L,1.0,6.0,483.0,[],['None'],[],,,25.0,3.0,62.0,"92A Osborne Road, London E7 0PL England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5491282,0.030904570002101138
Sonder | St. John's Garden,1.0,2.0,,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Complimentary instant cofffee', 'Concierge', 'Non-smoking hotel', 'Express check-in / check-out', 'Private check-in / check-out', 'Washing machine', 'Wifi', 'Complimentary tea', 'Desk', 'Dining area', 'Seating area', 'Separate dining area', 'Coffee / tea maker', 'Kitchenette', 'Cable / satellite TV', 'Bath / shower', 'Separate living room', 'Sofa', 'Wardrobe / wardrobe', 'Clothes rack', 'Iron', 'Private bathrooms', 'Microwave', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Suites']","['English', 'French', 'Spanish']",[],12720.0,Hotels.com,215.0,49.0,100.0,"120 St. John Street, London EC1V 4JS England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5227791,-0.1019428466830466
Shoreditch Apartments,1.5,4.0,,"['Bar / lounge', 'Children Activities (Kid / Family Friendly)']",['None'],[],,,347.0,90.0,100.0,"97-113 Curtain Road, London EC2A 3BS England","['Location', 'Cleanliness', 'Service']",London,{},[],51.5254186,-0.08057252671521029
New Kent Apartments,2.5,5.0,,[],['None'],[],5655.0,Booking.com,155.0,16.0,100.0,"Baywater 55 Inverness Terrace, London W2 3JN England","['Location', 'Service', 'Value']",London,{},[],,
Pelican Stay,1.0,3.0,,"['Parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Baggage storage', 'Non-smoking hotel', 'Air conditioning', 'Kitchenette', 'Microwave', 'Refrigerator', 'Non-smoking rooms', 'Suites', 'Family rooms']",['None'],[],,,92.0,6.0,100.0,"The Colonnades 34 Porchester Square Bayswater, London W2 6AR England","['Location', 'Service', 'Value']",London,{},[],,
Shoreditch High St,1.0,2.0,,[],['None'],[],7062.0,Booking.com,341.0,89.0,100.0,"134 Shoreditch High Street, London E1 6JE England","['Location', 'Service', 'Value']",London,{},[],51.52669365,-0.07818344297903561
Avenue Inn,1.5,8.0,500.0,"['Free High Speed Internet (WiFi)', 'Wifi', 'Baggage storage', 'Non-smoking hotel', 'Iron', 'Flatscreen TV', 'Hair dryer', 'Non-smoking rooms']","['English', 'French', 'Italian']",[],,,29.0,4.0,69.0,"22 Second Avenue, London E12 6EH England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.46939485,-0.2569414592618197
Capital Stay,1.0,3.0,499.0,[],['None'],[],,,49.0,6.0,84.0,"103 Junction Road, London N19 5QX England",[],London,{},[],51.56247895,-0.13592088963182125
Arcade Halls,1.5,8.0,,[],['None'],[],,,419.0,79.0,100.0,"The Arcade 385-401 Holloway Road, Holloway, London N7 ORN England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Charter Apartments,1.5,6.0,,[],['None'],[],,,277.0,120.0,100.0,"40 Cowcross St, London EC1M 6BY England","['Cleanliness', 'Service', 'Value']",London,{},[],51.520101200000006,-0.1048749022059365
Valet Apartments,1.0,3.0,,[],['None'],[],,,231.0,155.0,100.0,"53 Whitehall, London SW1A 2HP England","['Location', 'Service', 'Value']",London,{},[],51.506150899999994,-0.1267234687562403
Guest Apartment Shelley,1.0,3.0,,['Children Activities (Kid / Family Friendly)'],['None'],[],,,75.0,7.0,73.0,"Flat Shelley House Cornwall Avenue, London E2 0HE England",[],London,{},[],,
Kensington Luxury Suites,1.0,3.0,,[],['None'],[],,,108.0,28.0,100.0,"70 Kensington High Street, London W8 4PE England",[],London,{},[],51.502353799999995,-0.19054676763013068
Wimbledon Tennis Apartment,1.5,5.0,,[],['None'],[],,,16.0,3.0,58.0,"15 Ashen Grove, London SW19 8BW England","['Cleanliness', 'Service']",London,{},[],51.437824400000004,-0.1993966
Toot Rooms,1.0,5.0,,[],['None'],[],,,113.0,6.0,60.0,"64 Valnay Street, London SW17 8PT England","['Cleanliness', 'Service', 'Value']",London,{},[],51.426129700000004,-0.1655811
Crawford House Apartments,1.5,7.0,,[],['None'],[],,,232.0,82.0,100.0,"4-7 Crawford Passage, London EC1R 3DP England","['Service', 'Value']",London,{},[],51.523232799999995,-0.1090508
Luxton Apartments,1.0,5.0,,"['Free High Speed Internet (WiFi)', 'Complimentary instant cofffee', 'Airport transportation', 'Baggage storage', 'Currency exchange', 'Express check-in / check-out', 'Laundry service', 'Self-serve laundry', 'Wifi', 'Complimentary tea', 'Shuttle bus service', 'Non-smoking hotel', 'ATM on site', 'Seating area', 'Separate living room', 'Sofa', 'Iron', 'Kitchenette', 'Microwave', 'Bath / shower', 'Complimentary toiletries', 'Refrigerator', 'Kitchenware', 'Hair dryer', 'Non-smoking rooms', 'Suites', 'Family rooms']",['English'],[],,,401.0,70.0,100.0,"82-84 Brick Lane, London E1 6RL England","['Cleanliness', 'Service', 'Value']",London,{},[],51.5191854,-0.07149632932465552
Belvedere Stratford City- Edge Apartments,1.5,8.0,,"['Parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Highchairs available', 'Airport transportation', 'Shuttle bus service', 'Clothes dryer', 'Dry cleaning', 'Laundry service', 'Washing machine', 'Additional bathroom', 'Desk', 'Housekeeping', 'Safe', 'Coffee / tea maker', 'Kitchenette', 'Flatscreen TV', 'Bath / shower', 'Seating area', 'Sofa', 'Clothes rack', 'Iron', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenware', 'Complimentary toiletries', 'Hair dryer', 'Family rooms']",['English'],[],,,53.0,12.0,86.0,"1 Lett Road Newham, London E15 2HP England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.53838465,-0.0025288421661183664
The Lion Head,2.0,9.0,,[],['None'],[],,,56.0,8.0,89.0,"156-158 Mile End Road, London E1 4LJ England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5210289,-0.0496592
Stay Inn Trafalgar Square,1.0,3.0,516.0,[],['None'],[],11578.0,Agoda.com,831.0,315.0,100.0,"43 Chandos Place, London WC2N 4HS England",['Service'],London,{},[],51.509589399999996,-0.1260753
Warren Street Apartments,1.0,4.0,,[],['None'],[],,,75.0,22.0,99.0,"9 Chalton Street, London NW1 1JD England","['Cleanliness', 'Service']",London,{},[],51.52842295,-0.12909775
TLK Apartments & Hotel - Peckham,1.0,3.0,514.0,[],['None'],[],,,137.0,24.0,62.0,"95A Queens Road, London SE15 2EZ England","['Cleanliness', 'Service']",London,{},[],51.578225700000004,-0.0239301
Angel Apartments - Islington,1.0,3.0,,[],['None'],[],,,126.0,25.0,99.0,"Claremont Square, London N1 9LY England",[],London,{},[],51.5311458,-0.1110286
se1 Rooms,1.0,4.0,,[],['None'],[],,,97.0,10.0,63.0,"63 Marcia Road, London SE1 5XF England","['Cleanliness', 'Service']",London,{},[],51.4902969,-0.07932189999999999
White Piccadilly Luxury Flat,1.0,4.0,,[],['None'],[],17150.0,Booking.com,1165.0,395.0,100.0,"53 Rupert Street Westminster Borough, London W1D 7PH England","['Location', 'Cleanliness', 'Service']",London,{},[],,
PML Apartments,1.0,4.0,,[],['None'],[],,,219.0,48.0,100.0,"91 Gloucester Place, London W1U 6JG England","['Cleanliness', 'Service', 'Value']",London,{},[],51.519566600000005,-0.1589969992830192
HENX Inn Hostel,1.0,3.0,,[],['None'],[],3834.0,Booking.com,37.0,6.0,88.0,"323 New Cross Road, London SE14 6AS England","['Cleanliness', 'Service', 'Value']",London,{},[],51.4757953,-0.0370911
